id;comment;label
489754_4;* This is needed since the MappingTool fails if it gets non-persistent capable classes.;neutral
1021618_1;This might fix broken hudson on trunk;neutral
1128998_3;Adding directories to removedStorageDirs in original patch is already in branch-1.;neutral
581420_1;The source of this problem is master and slave allowing frameworks to register with IDs already used by completed frameworks.;neutral
1497284_1;This is introduced by API performance refactoring, the intent is to generate the same response object for both listxxx api and other apis related to the same entity.;neutral
1435679_3;There may perhaps be some way to use Windows file-locking as a signalling mechanism here.;neutral
1667843_12;Alternatively, we could build a variation avro-ipc.jar that shades in avro.jar that could be the smallest unit for OSGi.;neutral
970138_1;Actually, let's just fix the issue you discovered here.;neutral
1429231_1;we don't have an agreement that it should be active;neutral
884350_11;I'm just throwing it out there.;neutral
561147_1;"I agree with Sami that this should be contributed to Tika and that we delegate the language identification handling in Nutch to Tika, just as we are doing or planning to for the MimeType and the parsing ";neutral
1397856_4;Also I looked at first corrupted database that I posted  and found the corruption in the  index TEST1_IDX_INDCOL2.;neutral
1557000_6;I could not find any documented limits but if I missed them somewhere I will gladly put them in.;neutral
1468837_3;However, I doubt that the same is true for MapContext because it is just a wrapper around a HashMap.;neutral
1137601_2;"There is no RPC stuck but a lot of ""Connection reset by peer"".";neutral
1551755_4;With hampered performance of sstableloader after 1.0, its made the things very difficult for us.;neutral
1320296_2;I have retested it and I figured out that I have posted the wrong parameters in the bug description.;neutral
1475280_2;I fixed some bad markup in r1392857 but I can see the error afterwards on the neko stuff.;neutral
1548932_1;The thing about backwards-compatibility hacks is you tend to get stuck with them.;neutral
546994_1;This is part of making Oak OSGi-friendly;neutral
384126_10;However, I'm not a lawyer.;neutral
1007833_2;It seems to be adding new 'functionality' to coprocessors.;neutral
960749_4;Adding sleeps solves it.;neutral
1540325_1;We're adding endpoint as a new datatype?;neutral
1338569_2;"Not  ideal, but not too bad ;)";neutral
913909_1;Trunk for patch, pretty much.;neutral
1614443_1;That'll be pretty awesome to have for 0.6.0;neutral
1418049_4;+/** + * This class is a refactoring wrapper around the shared + * JDBC40Translation class.;neutral
1044677_5;Also I'm slightly confused by your description because in section 5.8 of the spec it says that members of code_handler_class_RCN can be null.;neutral
207435_6;Since I screwed up the commit, we voted 2.1.7 down and are working to get 2.1.8 out pretty quickly.;neutral
1003849_2;A user looking at the set of changes won't care :);neutral
1520027_3;Or did you see some other errors or bad weinre behaviour?;neutral
251911_1;Typical POST then DOH moment.;neutral
657044_3;"I'll see if I can find a way; our systems are pretty constrained in that dimension.  ";neutral
670064_3;I think that would be the cleanest solution to prevent bad behaviour with wrong codecs?;neutral
1407542_6;Perhaps it would be easier to make ClobLocatorInputStream a wrapper around ClobLocatorReader, and ClobLocatorOutputStream a wrapper around ClobLocatorWriter?;neutral
732126_2;I like having consistent indenting, but now it is really hard to see the diffs, and it gets confusing.;neutral
1119357_1;> Ideally we would move to NIO framework like netty, but that would much larger effort.;neutral
281626_2;Once all the chunks have been uploaded, the Upload Framework can returned a combined file.;neutral
1649091_4;You don't see '>' replaced because that's not required in this case (though some frameworks do it anyway).;neutral
1021626_1;Making a blocker.;neutral
354483_2;I've reverted this for the moment.;neutral
646876_5;and at the moment we dont have that yet.;neutral
1117375_11;"Maybe we're stuck with it until log4j fixes its dependencies? ";neutral
581894_1;[~bmahler], it looks like this can be closed since the Python UI is gone.;neutral
581894_2;Is that true?;neutral
1954699_1;seems this is a CDK issue;neutral
2389859_1;Mladen, any progress please?;neutral
2389859_2;I am transfering my issues so I want to know the current status.;neutral
2099735_1;Thanks for reporting.;neutral
2099735_2;Fixed on the master (0d43528e) and the 1.6 (9affb57a).;neutral
1007616_2;or someother version?;neutral
1014746_1;ThriftServer.java and Hbase.thrift patched manually, the other files generated using thrift-0.2.0;neutral
1526597_1;I drafted a small benchmark (so far only for android) to demonstrate the issue.;neutral
1202770_1;> - FOUserAgent.getStream() is cool and very easy to use (now that it's properly > documented).;positive
2042158_1;Does it solve your issue ?;neutral
1394527_1;"I'll see if I can arrange for the manifest to contain bundle-manifestVersion. ";neutral
2464241_1;Pushing non-critical issues to the next CR2.;neutral
391418_1;"i kinda like the black acctually .. but that may largely be due to my prefering the ""fire"" solr logo over the futuristic magnifying glass (the red/orange contrasts nicely with the black/grey.  to my mind, the ""Solr"" ""Sun"" connection has allways been really cool ... ";positive
2464241_2;If you think they are critical for CR1, please re-schedule them.;neutral
1045715_1;Issue is reproducible at least on Debian 32bit and SLES 10 64bit.;neutral
1016156_1;Awesome discussion.;positive
2355183_1;"So, I also can say ""this is not yield keyword specific problem"".";neutral
2355183_2;Thank you for reviewing.;neutral
1910259_1;fixed in revision 478248;neutral
1878268_1;pushed;neutral
2016201_1;Supported by external project;neutral
696242_1;And in that case, the first argument could also be changed from OpenBitSetDISI to OpenBitSet.;neutral
423201_1;Until there will be _real_ need of adding new Monoid implementations, I would suggest to postpone the problem and keep *your* version of the patch.;neutral
423201_2;Let's fight with the right weapons when we need, I wouldn't use a katana to kill a fly (unless I am Bruce Willis and I'm in Pulp Fiction :P)  best and thanks!;neutral
1920135_1;No issue found after noting how it's invoked.;neutral
501431_1;And interestingly suddenly this is moved from MAPREDUCE to OOZIE.;neutral
1080884_1;Running patch through hudson.;neutral
829006_1;Got it, thanks for the explanation.;positive
432408_1;A new issue (https://issues.apache.org/jira/browse/RAMPARTC-140) is created for implementing SupportingToken assertion.;neutral
962692_1;v1 fixes the nit;neutral
470394_1;Patch committed.;neutral
470394_2;Thanks Ankit!;neutral
1358709_1;Thanks for the patch, Kim.;neutral
1358709_2;I will look at those remaining references to NATIVE::LOCAL in the error messages.;neutral
1358709_3;The patch looks good.;positive
1358709_4;I tripped across one puzzling sentence, but it wasn't something that you changed: In the second, longer paragraph of the BUILTIN bullet, we recommend LDAP and user-supplied schemes as alternatives to BUILTIN, but we don't recommend NATIVE.;neutral
1358709_5;Did we decide to not recommend NATIVE here or should this be adjusted to include it beside the other safe schemes?;neutral
1358709_6;Thanks.;neutral
2415951_1;It could be that this has been resolved already (elsewhere).;neutral
1589002_1;See attached patch.;neutral
1589002_2;I'll add docs in Confluence if the example is integrated in Camel's codebase.;neutral
1347060_1;Closing all issues created in 2005 and before which are marked resolved;neutral
1353385_1;APIs doc is outdated - thanks;neutral
1326896_1;I have committed a fix for this, please close if you are satisfied.;neutral
1326896_2;Thanks.;neutral
1034440_1;Cool cool - thanks stack!;positive
1125251_1;Awesome! This tool is cool.;positive
924046_2;What % of clients do think were stuck like this?;neutral
954497_2;Mind adding your test run results in here?;neutral
954497_3;QA test result is recorded above.;neutral
2483856_1;Closing, works like charm now.;neutral
2483856_2;Thanks guys for saving mankind!;positive
2332982_1;This looks safe also;positive
368838_1;Stefan: are you sure you had a clean build with my patch applied?;neutral
2095235_1;Please follow up on the forum: http://www.jboss.com/index.html?module=bb&op=viewtopic&p=4178893#4178893;neutral
2006746_1;suggested for 3.1.1;neutral
876443_1;Might want to correct the misspelling: *remvoed* AllFromInodesFromMap :);neutral
411954_1;Thank you very much Les.;neutral
411954_2;I've just tested the shiro trunk with karaf-2.2 release and everything works fine :);positive
2114393_1;Pretty sure this was fixed by the time we released JRuby 1.6.;positive
310717_1;This patch looks pretty good.;neutral
310717_2;"I think we should apply it.   ";neutral
2369355_1;Moved to GA.;neutral
2449525_1;"This appears to be a issue with Hibernate (the default JPA implementation in JBoss AS) rather than a EJB3 issue. ";neutral
614426_2;Fixed the MAPREDUCE-3028 commit which broke MR1.;neutral
614426_3;Contributed by Hitesh Shah.;neutral
1836807_1;Interesting, I just replaced my src with the latest in the trunk and did a compleatly clean build and the problem seems to have gone away.;positive
1836807_2;I'll close the ticket as it looks like a non-issue.;neutral
861953_2;* it is impossible to name a column 1 * it is impossible to name a column alias 1  If order by supports this I do not see group by can't?;neutral
861953_3;"Do we want to reconsider this?I kinda like the feature. ";neutral
2047189_1;no POM provided here;neutral
364849_1;This is Awesome Stefan - thanks a million!;positive
242158_1;"This is awesome - works in a one-liner. ";positive
411660_2;I resolved the issue via Spring.;neutral
1338828_1;This is a screenshot from 1.5.3 and that is how I would expect the Directory Studio to behave.;neutral
1675900_1;Harsh, will you have a chance to work on a test for this?;neutral
1675900_2;Please tell me if you'd like me to help.;neutral
2220965_1;Misty,  Can you move JBPAPP-7480 to bz and then cross reference the bz number in this Jira and close this one?;neutral
2220965_2;Thanks,  Mike;neutral
1546239_1;v3 rewritten to be lots more explicit and save the vendor, arch, and version numbers for later code to use.;neutral
1577629_2;"patch by johano; reviewed by jbellis for  ";neutral
666093_1;Awesome!;positive
666093_2;We just need a possible mentor here... volunteers...?;neutral
2309521_1;EAR project case is fixed.;neutral
2309521_2;Alexey, please verify.;neutral
2118679_1;Resolving this issue as it is covered by JBQA-5191 and JBQA-5192.;neutral
2064934_1;btw, MCLEAN-18-maven-clean-plugin.patch also applied the maven-clean-plugin-dcabasson-MCLEAN17.txt fix.;neutral
2431973_1;> DistributedHashTable is a good solution but then how are we planning  > to acheive let say a Distributed LRU Cache or Distributed Time-limited  > or a Distributed Count-Limited Cache.;neutral
2431973_2;I am not mandating to use DistributedHashtable directly by plugging it into Castor as it is, but as the base for 'distributable' TimeLimited, CountLimited et alias cache implementations.;neutral
1862171_1;Nice, I did not think about using the system tables.;positive
1862171_2;I will re-work and submit another patch.;neutral
1546890_1;Will upgrade to 1.0.10 and check it.;neutral
1546890_2;Will re-enable assertions too.;neutral
584745_1;{{TrivariateRealFunction}} renamed in r1236932.;neutral
2114722_1;yeah, I think so.;neutral
2114722_2;we just used it with CBR (content based routing).;neutral
2114722_3;Now the JBossESB changed to SwitchYard and we need to ensure it works.;neutral
1458817_1;You're results are awesome Paul. Great work :) Looking forward to see your new JSON parser in trunk whenever you think is ready.;positive
2277576_1;We are restructuring the trunk now from jboss as 4.2 and it's unstable.;neutral
2277576_2;You should check out and build revision 693 of the trunk.;neutral
1876165_1;pushed;neutral
1925418_1;It is not in the requirement.;neutral
1925418_2;I move it into 2.1-M1.;neutral
1116180_1;Attaching patch for review.;neutral
646632_1;Awesome, you rock, Drew!;positive
646632_2;Very cool.;positive
1870702_1;Resolved by changing the meaning of maxRows to be across all code tables with a default of 200000, introduced maxRowPerTable with a default of 10000 to take the place of maxRows, and upped the default for maxCount to 200.;neutral
2134769_1;I switched to using the JavaSourceLoader and this appears to work fine.;neutral
2143498_1;Done except for pages.xml imports.;neutral
1886435_1;I'm not sure if this is actually a bug, we had it fixed, but then had to revert it.;neutral
1886435_2;I don't remember why right now though.;neutral
678908_1;Awesome speedup! Finally all this work shows great results!!;positive
1578580_1;"Integrated in Cassandra #63 (See [http://hudson.zones.apache.org/hudson/job/Cassandra/63/])     ";neutral
1042898_1;Applied Andrew's patch at r676866.;neutral
1042898_2;Please check that it was applied as expected.;neutral
1008127_1;@Subbu: Glad I was able to help.;positive
1008127_2;I think nothing is absolute.;neutral
1008127_3;I believe in relativity :-);positive
1838332_1;This appears to have been fixed;neutral
1021811_1;Great! It's been good to be able to contribute and I hope to be able to more for this awesome project when I have the spare time.;positive
763414_1;and your comments are very welcome..;neutral
1502391_1;Marcus   we need a fix for this - if you can check in we will test it  thanks /sudha;neutral
1109374_2;Add CRC32C as another DataChecksum implementation.;neutral
1109374_3;Contributed by Todd Lipcon.;neutral
1749686_1;Not a SWF issue.;neutral
1749686_2;Please open with Spring Framework.;neutral
2497918_1;Issue is also present at JPP 6.0 ER02;neutral
1620033_1;Fixed with revision 164512.;neutral
2453740_1;Added org.jboss.test.ejb3.war.deployment.unit.Ejb3WarDeploymentTestCase in r99656.;neutral
358347_1;Also see issues like SOLR-2608 that are ignored, i've been running lucene tests in a loop on and off for periods, and basically gave up on solr tests aswel, they randomly fail all the time;neutral
994958_2;This one... Really.;neutral
656966_1;Thanks Uwe!;positive
947452_1;Alright, I'll put this and HBASE-8453 in through trunk today.;neutral
778200_1;"Sorry, I realise now that ""does not work"" was insufficiently specific.";neutral
1345456_1;Seems to be working just fine.;neutral
671581_1;Code looks cool.;positive
1035173_2;It looks pretty bad.;neutral
2281006_1;[~maxandersen] please review;neutral
2448836_1;Corrected error in comment - please use this one.;neutral
936520_1;hbase org.apache.hadoop.hbase.PerformanceEvaluation --nomapred --rows=250000 randomRead 16  10k regions, 5 RS.;neutral
936520_2;I tested HBASE-9609 and it does seem to make a huge difference!;neutral
428835_1;Cool - good information to have.  Thanks Lance!;positive
2110584_1;I integrated the submitted patch in the new JBW, but did not really test it.;neutral
2110584_2;Nobody has complained about it yet, but I don't think it should be ported to older versions at this time.;neutral
2480649_1;[~saturnism] agreed.;neutral
896857_1;"# Javadoc in InterDatanodeProtocolServersideTranslator refers to JournalProtocl.";neutral
2461027_1;Shelly use JBAS-5873 for the matrix tests :);neutral
1112489_1;Sanjay, your patch is missing the AuthenticationFilterInitializer.java file;neutral
1342353_1;The pb is not in ApacheDS, but in the startup delay.;neutral
1532029_1;"Hey very cool. ";positive
1680856_2;Thanks, Raymond;neutral
2383572_1;I'll try it on our Fedora.;neutral
1210594_1;Hi guys,  I agree 100% on this.;neutral
1210594_2;Just a note, there was a long conversation about this here: https://reviews.apache.org/r/4655/ and this is a dup of FLUME-1089.;neutral
654410_1;Hi, very cool!;positive
654410_2;" I like the elegant parser!  ";positive
1609815_1;"Based on review comment, add ""respBody.hasPublishResponse()"" before returning respBody.getPublishResponse()";neutral
149704_1;using g++ (GCC) 4.1.2 20080704 (Red Hat 4.1.2-48) and cppunit 1.12.1.;neutral
216370_1;Next try, r1475799 in santuario.;neutral
643278_1;Here's a patch that adds in support for SGD.;neutral
1950335_1;Fixed in trunk -r746186.;neutral
858038_1;"Carl, can you review? ";neutral
2059930_1;I haven't fully grok'd the entire issue yet but have a quick comment: 2.0 was released several months ago...it's not 2.0-alpha-5-SNAPSHOT.;neutral
2379571_1;is it essue still open?;neutral
662713_1;Thanks for fixing it so quickly!;positive
2120024_1;Bozhidar: I agree with your assessment.;neutral
2120024_2;Jonathan: over to you :);positive
1274036_1;On 2008-04-03 15:57:26.514 laupark commented: Opened.;neutral
1274036_2;On 2008-04-04 13:31:57.627 jimurphy commented: fixed rev.;neutral
1274036_3;196883 On 2008-04-08 08:38:58.599 wichan commented: Still couldn't find the swfUtils.jar in the webtier.war ad flex-for-cf.zip On 2008-04-09 07:51:01.799 ccreanga commented: Fixed - swfutils.jar was not included in the war;neutral
1341696_1;The code should work.;neutral
1341696_2;The API need to be checked and those errors (ie PDU has been fully decoded ...) have to be fixed.;neutral
1341696_3;We wil investigate what's going on.;neutral
1341696_4;Thanks for the report !;neutral
2300422_1;This patch should do the trick.;neutral
297166_1;Cool, looks good.;positive
2300422_2;A test case is needed too;neutral
1966708_1;I suggest, that you have a closer look at the exception.;neutral
1966708_2;The absolut portion of the path *is always prepended*.;neutral
922791_1;Cool. sounds good to me.;positive
1966708_3;So any of your suggestions do not help.;neutral
1827415_1;Assume closed as resolved and released;neutral
1791300_1;PR https://github.com/SpringSource/spring-integration/pull/621;neutral
920545_1;Hi Carlos, This looks awesome! Lots of cool stuff.;positive
1375548_1;I committed patch _c with revision 697897.;neutral
1375548_2;Note, that as indicated before, JVMInfo still is part of derbyclient.jar (I assume because of the need to support sysinfo).;neutral
626247_1;Committed to trunk and 0.21 branch.;neutral
626247_2;Thanks Amar!;neutral
820038_1;An awesome feature of Hive is the rich type system with excellent support for complex data-structures.;neutral
349941_1;"Waaaaay cool! I especially like the ""upload file"" option.";positive
1782818_1;Solomon, That is very slick.;neutral
1782818_2;I tested it and it works fine.;neutral
1782818_3;Thank you.;neutral
1782818_4;Chris, This might be a useful technique to add to the documentation or to a HOWTO on the SJC wiki (when / if there is one)  Thanks all.;neutral
729628_1;Committed after fixing the typo.;neutral
857455_1;One minor point - can you make result a member variable of GenericUDFArrayContains?;neutral
857455_2;This will reduce object creation.;neutral
857455_3;The patch needs to be regenerated against the current trunk, but otherwise looks good.;neutral
580447_1;cool stuff! a good candidate to put on myfaces-commons-utils, so the user can just add the resource handler on its webapp faces-config.;positive
1358696_1;Thanks, Kristian.;neutral
1358696_2;Committed revision 1341814.;neutral
2087167_1;Deleted spurious 'Added: svn:executable' from the patch.;neutral
1921841_1;The .md extension is used for the readme because it's in MarkDown format, used by GitHub.;neutral
1921841_2;See the following page for an example:  https://github.com/seam/examples/tree/master/booking;neutral
2413399_1;"It is completely expected an updatesite.zip for all of devstudio is *bigger* than the installer.jar ";neutral
795315_1;"I presume so.  ";neutral
639900_1;updating, minor errors in pdf doc;neutral
2545827_1;Yup instruction are not correct.;neutral
307058_1;"""That said, check out setReadLength in TBinaryProtocol.""";neutral
1111284_1;I have committed this.;neutral
1111284_2;Thanks, Daryn!;positive
1111284_3;Also thanks Matt for the review.;neutral
2128831_1;Yup, I'll get it in today.;neutral
2133916_1;Fixed in r544;neutral
416543_1;Yeah, it looks like there are conflicts with RenderingContentRewriter and one of the guice modules.;neutral
939944_1;Committed to Trunk.;neutral
939944_2;Thanks for the reviews..;positive
2293268_1;Atlassian 3.2 is in Central.;neutral
532960_1;Missfire;neutral
919520_1;"Wow, thanks Raghu, that's awesome and will save me a ton of time. ";positive
2078947_1;closed with no testing, Ian says this is a code-level change.;neutral
1941338_1;When the order of methods change, so the rendering of fragments is bellow the definition, then it works fine.;neutral
1965311_1;Two git commits included.;neutral
711469_1;"Abandoned; no longer necessary.";neutral
1455020_1;So very cool, and so very committed-- thanks Matthias, this is awesome.;positive
1169934_1;"Took me a few seconds to get it, but then I realized how awesome it is.  ";positive
1169934_2;I'm happy to use it as the standard logo (i.e. website, etc.).;positive
1064705_2;"I'm giving this up hoping someone confident in Swing would look into it.  ";neutral
723757_1;Have you been able to work on that ?;neutral
723757_2;Do you need any help?;neutral
2441539_1;Hi Matt,  Thank you for fixing this issue.;neutral
2441539_2;I will use it when it will be included in a future release.;neutral
967366_1;Committed the addendum in revision 1414868.;neutral
1776212_1;Thanks for pointing out this (rather embarrassing) oversight!;neutral
1776212_2;Fixed for both 2.0 M4 and 1.2.8.;neutral
1649226_1;Amila, Could you please check my fix?;neutral
1649226_2;http://svn.apache.org/viewvc?view=rev&revision=468444  Deepal, Thanks!;positive
448659_1;Hi Drew,  I have upgraded Postage to James3 (see POSTAGE-23) and used your patch at this occasion.;neutral
1597712_1;"Awesome stuff Stephen! ";positive
1648457_1;Looks like we have already taken care of this.;neutral
256481_1;are any changes needed to dd2spring for this?;neutral
1982039_1;I suggest making a tooltip with the title of the context help article (a popup)  when the user hovers the question mark icon.;neutral
1920925_1;We'll go with this for now, thanks for the fix!;neutral
912375_1;Ran some benchmarks.;neutral
912375_2;When the modulus is large, which means that number of collisions is small, LightWeightGSet is much better than GSetByHashMap.;neutral
254374_1;added fixVersion;neutral
2274367_1;Rolled over to 0.5.5 to get a stable JavaOne release out;neutral
1379656_1;Can you expand on the difference between a Prepared Statement and a Logical Prepared Statement?;neutral
1379656_2;And also on the difference between a Connection and a Logical Connection?;neutral
1379656_3;Are these already-existing concepts in the client?;neutral
1379656_4;Or did you introduce these concepts?;neutral
1379656_5;"Thanks! ";neutral
1064678_1;"Thanks Alexei, the patch is fine. ";positive
2026908_1;how does your application.cfc looks like (ormsettings)?;neutral
2023723_1;I think Jason has done this already?;neutral
1036613_1;canceling;neutral
660369_1;Awesome co-op. Thanks, Robert & Mike, for picking this up.;positive
2367838_2;We'll take a look for 1.21.;neutral
903979_1;Thanks Matt, Todd and Cos!;neutral
976523_1;From https://builds.apache.org/job/PreCommit-HBASE-Build/2581/console, it is not clear which test hung.;neutral
1593541_1;Committed the patch with thanks to Christian.;neutral
1081362_1;Sangwon Seo, Thanks for your review.;neutral
1081362_2;"Could you give me more comments? ";neutral
2027278_1;fixed.;neutral
2027278_2;This obsoletes ~/.m2/maven.properties;neutral
2465701_1;The last bug I see mentioning a HSQL upgrade was JBAS-1618 which ended up with 1.8 RC9.;neutral
2465701_2;However, this bug mentions that we were upgrading from 1.8.0.2 to 1.8.0.7.;neutral
2465701_3;When did 1.8 RC 9 get upgraded and where is it tracked/documented?;neutral
1840015_1;Done in Weld and TCK;neutral
1659348_1;Applied patch.;neutral
1659348_2;Thanks.;neutral
577184_1;And many thanks to you Olivier for applying this so quickly!;neutral
577184_2;Cheers!;positive
1169132_1;quick patch.;neutral
2538101_1;What's the operation?;neutral
604592_1;I just committed this to trunk and branch-0.23.;neutral
604592_2;Thanks Sid!;neutral
30489_1;Thanks for testing, but please don't close it yet.;neutral
441965_1;"Fixed; trunk r910567";neutral
569640_1;For _ExternalSpecifications there is already an issue in the JIRA: MYFACES-2582;neutral
6331_1;Thank you.;neutral
6331_2;Issue has been resolved.;neutral
1466579_1;A new patch including some corrected Japanese sentences and a link to Solr Wiki.;neutral
1847364_1;All log statements should now be surrounded by log guards.;neutral
2053349_1;Horia Chiorean <hchiorea@redhat.com> made a comment on [bug 1014709|https://bugzilla.redhat.com/show_bug.cgi?id=1014709]  https://github.com/jboss-integration/modeshape/commit/d1d97180c957491bee3654743ebd4a6860314ad3;neutral
2481795_1;Thanks Galder:);positive
886160_1;Daryn, the current patch looks good.;positive
886160_2;Thanks!;neutral
2466250_1;Used the new attribute to move ObjectStoreDir from bin to server/xxx/data/tx-object-store;neutral
490723_1;Please also see Glassfish issue 13111: https://glassfish.dev.java.net/issues/show_bug.cgi?id=13111;neutral
1609085_1;Committed as r1382016.;neutral
1609085_2;Thanks Sijie.;neutral
2459016_1;Joram, notify Jennifer Vennable when you completed this.;neutral
1468735_1;Never mind, found it.;neutral
1468735_2;Changes applied in revision 1369338.;neutral
1468735_3;Many thanks.;neutral
1922211_1;Monitor no longer based on protobuf.;neutral
1827379_1;"periodic bulk close of resolved issues. ";neutral
218222_1;Thank you!;neutral
218222_2;It's working like a charm.;neutral
886802_1;The b-1.0 patch also applies to branch-1.;neutral
2059249_1;Sounds good.;positive
2059249_2;I too have been busy on other projects.;neutral
2059249_3;I'll try and test with queryIndexesRebuiltSynchronously false today.;neutral
1602017_1;fancy applying this patch before 1.3.0?;neutral
405597_1;applied patch (thanks) in r1055887;neutral
1827876_1;Hi Jaikiran,   Didn't you already fix this one?;neutral
968616_1;Thanks!;neutral
1667340_1;Dona, Thiru: can one of you (or anyone else) please review this?;neutral
1045150_1;05 was committed in r613384;neutral
2327124_1;committed to TRUNK (m3);neutral
2545846_1;This is awesome!;positive
966178_1;v2 Looks good to me.;positive
2050066_1;applied.;neutral
2050066_2;Thanks!;neutral
513057_1;Closing this issue, Jacopo fixed it at r1345528.;neutral
513057_2;Thanks Jacopo.;neutral
1124596_2;Add EnumSetWritable.;neutral
1124596_3;"Contributed by He Yongqiang ";neutral
1780034_1;I'm closing this for the time being, as we've reopened SPR-368.;neutral
913651_1;Applied Rodrigo's suggestions;neutral
1436615_1;This was found in via JBossWS CXF so once we've pulled it in to JBoss and tested I'll let you know if there's any issues.;neutral
1436615_2;Thanks for the quick response Colm.;neutral
790615_1;Hullo?;neutral
2025362_1;Could you open a ticket for this (last comment) Tnx micha;neutral
2466754_1;Hi Thomas, it's here:  https://svn.jboss.org/repos/common/common-old/branches/Branch_1_0/;neutral
2354572_1;Hey, you're right, that idea was probably not the best approach to the problem - 0.6 looks really nice, looking forward to it :);positive
1776805_1;Indeed!;neutral
1776805_2;This is actually the case in 2.0.5 already.;neutral
1776805_3;Thanks for spotting this, Philipp!;neutral
907912_1;It seems that using {{BufferedOutputStream}} is a better solution since it will also help other operations.;neutral
907912_2;BTW, do you know why there are four one-byte packets?;neutral
889230_1;fixed style;neutral
1549909_1;Dupe of CASSANDRA-4042 (we'll include the BF fp change there);neutral
2043022_1;"I think this looks like the same issue as  [MFINDBUGS-55|http://jira.codehaus.org/browse/MFINDBUGS-55]  Garvin ";neutral
1093135_2;Changed contributed by from Arpit Agarwal to Arpit Gupta.;neutral
1093135_3;(Revision 1450575) HADOOP-8917.;neutral
1093135_4;add LOCALE.US to toLowerCase in SecurityUtil.replacePattern.;neutral
1093135_5;Contributed by Arpit Agarwal.;neutral
2271434_1;Marc, you're re-logging your ownn issues :);neutral
1569713_1;Patch now applies cleanly against latest version of trunk.;neutral
2123473_1;Bounce to Doug as this is a SOA issue.;neutral
701054_1;Thanks, I just committed the patch.;neutral
701054_2;"However, I cannot see errors in lucli, can you make a patch for those cases, too? ";neutral
1969320_1;Thanks for moving so quickly on this guys.;positive
1969320_2;Look forward to seeing it resolved in 3.3.2.GA!;neutral
977198_1;"On trunk apparently all use of the ""get"", ""put"", and ""delete"" histograms have already been removed from the regionserver, except for the Jamon templates.";neutral
977198_2;Since an approach to put back two such HRegionInterface level measurements with a query/mutate distinction has been +1ed on this issue I'm going to put them back on trunk and port back the changes to 0.94.;neutral
977198_3;Calling them queryRequestLatency and mutateRequestLatency in RegionServerMetrics.;neutral
2486241_1;This blog post speaks briefly about colocation, and how this can be achieved using AtomicMaps.;neutral
902763_1;Thanks Daryn!;neutral
902763_2;for taking a look.;neutral
1157923_1;I just committed this.;neutral
1157923_2;Thanks, Sanjay!;positive
299082_1;"#NAME?";neutral
2426284_1;After several retries seems we are unable to proceed with releng team to get supported solution.;neutral
2426284_2;Will setup mirroring to Brno QA lab.;neutral
175864_1;Thanks Claus.;neutral
175864_2;If somebody can better formulate my above fragment and place it somewhere in wiki it would be great.;neutral
175864_3;I have throuroughly documented this in the XWorkConverterTest, see testStringToInt, testStringToInteger, testStringToPrimitiveDouble and testStringToDouble.;neutral
175864_4;If you feel like adding this to the showcase than go on.;neutral
175864_5;"cheers,  ./alex -- .w( the_mindstorm )p. ";neutral
780721_1;Cool, thanks Daniel, we're actually cool with either updating it to e9ff8c4928 or flipping the write bit and we'll push the delta ourselves - whatever's the fastest to get to writeable:)  Thanks, --tim;positive
805064_2;I think the HttpClients service interface must be exported for it to be used.;neutral
805064_3;On the other hand the BundleActivator should not be exported and can as well be moved to the osgi.impl package.;neutral
2046200_1;Done at revision 1582 - 1585;neutral
1002038_1;Closing as fixed in trunk.;neutral
1002038_2;Reopen if I'm mistaken.;neutral
1712997_1;We have an HTTP discovery agent in activemq-http no other activity on this issue so closing for now.;neutral
823209_2;Although the older patch applied fine for me (patch -p1).;neutral
2402199_1;This is a great suggestion.;positive
2402199_2;jBPM already works this way.;neutral
623487_1;Thanks Amar!;neutral
1573728_1;Would your use case be covered by adding a TTL to CF?;neutral
1573728_2;Because that seems like the natural level of granularity for this to me.;neutral
2505559_2;Looks like Forge isn't used at companies having a firewall.;neutral
567798_1;Attached patch for Myfaces.;neutral
1613607_1;the  repairment to BlueSky official website Downloads.html and MailingLists.html  thebluesky group an use the patch freely;neutral
774797_1;adding --rsyncable to our build system, does not seem to be a big task, I am experimenting with it.;neutral
774797_2;"seen from my chair, this is a very elegant solution, until we can really split our distribution into smaller files (exe + langauge packs) and have a meta installer that combines what the user want. ";neutral
1144560_1;Regenerated patch with trunk and with an indentation change.;neutral
1876181_1;Spoke too soon!;neutral
1876181_2;The SocetException is still there sporadically.;neutral
1016257_1;This adds testing of the RegionSplitsTracker.;neutral
874025_1;I committed the patch to trunk.;neutral
874025_2;Thank you Ivan!;neutral
874025_3;Thanks Daryn for the review.;neutral
1079117_1;If possible, let's schedule to 0.4;neutral
304778_1;Whoops, yeah, sorry.;neutral
402189_1;Agreed, wildcards (*, ?);neutral
402189_2;are enough for this, rather than full blown regexp.;neutral
402189_3;It's also easier then to tell a wildcard-based config from a normal one.;neutral
1503751_1;Feature verification is completed including Upgrade.;neutral
1503751_2;hence closing the ticket.;neutral
1422107_1;This issue is being tracked by other JIRAs now.;neutral
813473_1;RB at https://reviews.apache.org/r/15607/;neutral
1678213_1;I just committed this.;neutral
1678213_2;Thanks, Scott!;neutral
1886471_1;Sonar does not use JavaNCSS at all !;neutral
879312_1;The 0.23 patch looks fine.;neutral
